Event,Magnitude,Fault Type,Distance,Depth,Station,Instrument,T* Class,P* Class,PGA,SA 0.01s,SA 0.02s,SA 0.03s,SA 0.05s,SA 0.07s,SA 0.1s,SA 0.15s,SA 0.2s,SA 0.25s, SA 0.3s,SA 0.4s,SA 0.5s,SA 0.75s,SA 1s,SA 1.5s,SA 2s,SA 3s,SA 4s,SA 5s,SA 7.5s,SA 10s
0306010252,5.5,0.0,61.72,33,MAR,QDR,VI,None,2.62E-02,2.64E-02,2.67E-02,2.73E-02,3.12E-02,3.68E-02,5.29E-02,7.82E-02,1.16E-01,7.66E-02,6.01E-02,2.43E-02,1.51E-02,5.21E-03,2.76E-03,1.41E-03,8.53E-04,4.66E-04,2.58E-04,1.80E-04,0.00E+00,0.00E+00  
0306201330,6.8,0.0,268.33,32,MAR,QDR,VI,None,1.96E-02,1.96E-02,1.98E-02,2.00E-02,2.10E-02,2.25E-02,3.33E-02,4.73E-02,1.01E-01,7.56E-02,5.08E-02,2.20E-02,1.17E-02,6.22E-03,4.33E-03,3.19E-03,1.68E-03,1.46E-03,4.83E-04,3.92E-04,0.00E+00,0.00E+00  
1203252237,7.1,0.0,255.07,40.7,MAR,QDR,VI,None,2.56E-02,2.56E-02,2.57E-02,2.59E-02,2.64E-02,2.96E-02,3.27E-02,4.22E-02,4.26E-02,5.09E-02,8.46E-02,5.42E-02,5.56E-02,8.57E-02,2.89E-02,1.00E-02,5.46E-03,2.46E-03,1.75E-03,7.58E-04,0.00E+00,0.00E+00  
9810100412,5.7,0.0,73.73,35.6,MAR,QDR,VI,None,2.34E-02,2.35E-02,2.37E-02,2.41E-02,2.63E-02,3.35E-02,6.50E-02,7.11E-02,1.12E-01,8.14E-02,6.42E-02,3.15E-02,2.43E-02,6.63E-03,3.03E-03,1.71E-03,1.19E-03,4.14E-04,2.34E-04,1.32E-04,0.00E+00,0.00E+00  
1509162254,8.3,0.0,140.31,25,CO03,EPI,II,A,3.17E-01,3.22E-01,3.35E-01,3.65E-01,5.80E-01,9.12E-01,1.20E+00,9.06E-01,6.94E-01,7.84E-01,5.27E-01,3.53E-01,3.21E-01,1.75E-01,1.35E-01,8.78E-02,6.46E-02,3.44E-02,1.24E-02,9.30E-03,7.35E-03,0.00E+00  
1509162254,8.3,0.0,142.18,25,GO04,FBA ES-T,IV,C,2.86E-01,2.88E-01,2.90E-01,2.93E-01,3.15E-01,3.08E-01,3.46E-01,5.14E-01,5.46E-01,6.94E-01,5.99E-01,6.03E-01,6.23E-01,9.09E-01,6.52E-01,1.86E-01,1.35E-01,6.01E-02,3.49E-02,1.85E-02,9.40E-03,0.00E+00  
1509162254,8.3,0.0,236.34,25,LCO,FBA ES-T,I,None,6.05E-02,6.12E-02,6.29E-02,7.04E-02,1.33E-01,1.45E-01,1.69E-01,1.44E-01,1.45E-01,1.81E-01,1.35E-01,1.31E-01,1.12E-01,6.95E-02,3.97E-02,2.95E-02,2.66E-02,1.52E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1509162254,8.3,0.0,174.53,25,MT01,FBA ES-T,VI,None,2.22E-02,2.24E-02,2.31E-02,2.63E-02,2.87E-02,4.28E-02,5.01E-02,5.78E-02,6.50E-02,6.32E-02,6.11E-02,4.21E-02,3.18E-02,2.39E-02,1.83E-02,6.93E-03,6.42E-03,4.77E-03,4.40E-03,2.69E-03,2.35E-03,2.30E-03  
1509162254,8.3,0.0,176.53,25,MT05,FBA ES-T,IV,C,6.25E-02,6.27E-02,6.30E-02,6.36E-02,6.55E-02,7.55E-02,9.39E-02,1.13E-01,1.42E-01,1.87E-01,1.99E-01,2.24E-01,1.23E-01,5.47E-02,4.75E-02,3.32E-02,2.92E-02,1.14E-02,8.28E-03,5.49E-03,4.07E-03,2.59E-03  
1509162254,8.3,0.0,183.71,25,MT09,FBA ES-T,I,None,3.26E-02,3.29E-02,3.32E-02,3.46E-02,4.20E-02,6.20E-02,6.58E-02,8.51E-02,8.70E-02,9.64E-02,9.86E-02,6.59E-02,6.07E-02,3.28E-02,3.65E-02,1.83E-02,1.14E-02,7.52E-03,5.88E-03,3.91E-03,2.85E-03,2.60E-03  
1509162254,8.3,0.0,74.98,25,VA01,FBA ES-T,II,B,4.39E-02,4.47E-02,4.58E-02,4.94E-02,6.14E-02,1.06E-01,1.57E-01,1.31E-01,7.61E-02,6.86E-02,5.25E-02,3.36E-02,3.80E-02,2.48E-02,2.18E-02,1.21E-02,1.42E-02,6.25E-03,4.19E-03,3.19E-03,5.16E-03,0.00E+00  
1509162254,8.3,0.0,170.96,25,VA03,FBA ES-T,VI,None,1.14E-01,1.16E-01,1.18E-01,1.20E-01,1.26E-01,2.08E-01,2.78E-01,4.08E-01,3.45E-01,2.39E-01,1.79E-01,1.90E-01,1.69E-01,7.46E-02,5.34E-02,3.19E-02,2.63E-02,9.56E-03,8.24E-03,7.14E-03,3.45E-03,2.81E-03  
1509162254,8.3,0.0,136.18,25,VA05,FBA ES-T,IV,B,3.42E-02,3.43E-02,3.44E-02,3.62E-02,3.67E-02,4.43E-02,5.41E-02,7.60E-02,9.60E-02,8.82E-02,8.92E-02,1.18E-01,8.32E-02,3.47E-02,2.32E-02,1.15E-02,9.74E-03,5.24E-03,3.20E-03,2.31E-03,3.09E-03,0.00E+00  
1509162254,8.3,0.0,297.65,25,AC04,FBA ES-T,I,None,2.61E-02,2.64E-02,2.69E-02,2.77E-02,3.37E-02,5.05E-02,6.74E-02,7.28E-02,7.72E-02,5.86E-02,5.74E-02,5.28E-02,4.79E-02,2.47E-02,2.15E-02,1.57E-02,1.24E-02,6.88E-03,5.52E-03,4.80E-03,0.00E+00,0.00E+00  
1503230451,6.4,1.0,169.89,121,AP01,FBA ES-T,VI,None,3.70E-02,3.76E-02,3.82E-02,4.08E-02,5.03E-02,8.66E-02,8.20E-02,8.10E-02,1.10E-01,1.12E-01,1.07E-01,8.80E-02,5.92E-02,3.97E-02,1.78E-02,6.38E-03,4.99E-03,2.35E-03,9.98E-04,6.21E-04,2.48E-04,1.32E-04  
1508232310,5.7,0.0,53.07,50.1,C01O,FBA ES-T,VI,None,1.03E-01,1.06E-01,1.16E-01,1.28E-01,2.01E-01,4.30E-01,2.44E-01,2.38E-01,1.36E-01,1.29E-01,7.88E-02,9.18E-02,4.19E-02,2.17E-02,1.41E-02,6.90E-03,5.58E-03,2.37E-03,1.13E-03,6.44E-04,3.03E-04,1.73E-04  
1509162254,8.3,0.0,124.49,25,C01O,FBA ES-T,VI,None,1.65E-01,1.66E-01,1.72E-01,1.90E-01,2.09E-01,3.95E-01,3.00E-01,3.68E-01,4.84E-01,4.55E-01,3.50E-01,2.38E-01,2.37E-01,2.03E-01,1.63E-01,5.76E-02,3.65E-02,2.05E-02,1.28E-02,8.05E-03,5.61E-03,0.00E+00  
1509162254,8.3,0.0,159.95,25,C09O,FBA ES-T,II,B,1.87E-01,1.91E-01,2.03E-01,2.60E-01,4.52E-01,4.65E-01,4.80E-01,5.28E-01,3.91E-01,3.02E-01,2.08E-01,1.56E-01,8.82E-02,7.81E-02,3.86E-02,2.06E-02,2.22E-02,1.69E-02,1.22E-02,1.03E-02,4.40E-03,0.00E+00  
1509162254,8.3,0.0,110.37,25,C11O,FBA ES-T,III,B,7.70E-01,7.80E-01,8.48E-01,1.03E+00,1.45E+00,1.75E+00,2.11E+00,1.78E+00,1.75E+00,1.71E+00,1.97E+00,1.21E+00,9.42E-01,3.93E-01,2.24E-01,1.39E-01,7.13E-02,4.25E-02,3.02E-02,2.27E-02,1.28E-02,0.00E+00  
1509260251,6.3,0.0,76.9,40.3,CO02,FBA ES-T,IV,C,1.40E-01,1.47E-01,1.60E-01,1.84E-01,1.66E-01,2.61E-01,3.57E-01,2.99E-01,3.01E-01,4.45E-01,3.21E-01,2.60E-01,1.84E-01,9.51E-02,3.60E-02,1.27E-02,8.43E-03,4.57E-03,2.59E-03,1.77E-03,6.71E-04,3.69E-04  
1509162318,7.0,0.0,149.01,16.5,CO03,FBA ES-T,II,A,8.60E-02,8.73E-02,8.97E-02,9.21E-02,1.66E-01,2.52E-01,2.64E-01,2.29E-01,1.81E-01,1.56E-01,1.40E-01,7.28E-02,6.11E-02,9.41E-02,4.47E-02,3.81E-02,1.94E-02,7.66E-03,3.76E-03,2.45E-03,9.97E-04,5.51E-04  
1509170141,6.4,0.0,121.49,49.5,CO03,FBA ES-T,II,A,2.81E-02,2.85E-02,2.98E-02,3.15E-02,5.86E-02,7.80E-02,9.15E-02,7.70E-02,4.47E-02,3.90E-02,3.09E-02,2.17E-02,1.26E-02,6.97E-03,5.20E-03,2.47E-03,1.45E-03,1.09E-03,5.48E-04,3.17E-04,2.22E-04,0.00E+00  
1509170355,6.5,0.0,142.21,53.3,CO03,FBA ES-T,II,A,3.90E-02,3.97E-02,4.08E-02,4.56E-02,7.26E-02,1.17E-01,1.15E-01,9.97E-02,7.54E-02,6.27E-02,4.79E-02,4.47E-02,4.36E-02,1.46E-02,6.96E-03,4.29E-03,2.41E-03,1.07E-03,9.84E-04,5.88E-04,2.95E-04,0.00E+00  
1509170410,6.7,0.0,147.05,40.7,CO03,FBA ES-T,II,A,4.37E-02,4.43E-02,4.56E-02,5.05E-02,7.65E-02,1.24E-01,1.23E-01,1.19E-01,8.47E-02,7.62E-02,6.63E-02,3.81E-02,2.83E-02,2.12E-02,1.28E-02,5.59E-03,3.34E-03,1.86E-03,9.54E-04,5.65E-04,3.67E-04,0.00E+00  
1509211739,6.6,0.0,140.7,13,CO03,FBA ES-T,II,A,3.31E-02,3.36E-02,3.43E-02,3.60E-02,6.12E-02,8.97E-02,9.01E-02,7.61E-02,6.42E-02,5.24E-02,5.79E-02,3.55E-02,2.34E-02,2.73E-02,1.23E-02,1.16E-02,6.68E-03,3.67E-03,1.89E-03,9.59E-04,4.56E-04,0.00E+00  
1509220712,6.0,1.0,104.97,63.3,CO03,FBA ES-T,II,A,1.53E-01,1.56E-01,1.60E-01,1.61E-01,2.62E-01,4.53E-01,3.56E-01,4.41E-01,2.89E-01,2.49E-01,1.35E-01,5.73E-02,4.28E-02,1.67E-02,1.45E-02,8.28E-03,5.65E-03,2.26E-03,9.98E-04,6.23E-04,2.69E-04,1.52E-04  
1509260251,6.3,0.0,90.84,40.3,CO03,FBA ES-T,II,A,1.85E-01,1.91E-01,1.97E-01,2.10E-01,2.87E-01,5.37E-01,5.54E-01,4.07E-01,3.09E-01,3.66E-01,2.77E-01,2.07E-01,1.54E-01,6.26E-02,5.24E-02,2.56E-02,1.45E-02,6.95E-03,3.30E-03,1.70E-03,7.11E-04,3.81E-04  
1410070509,5.5,1.0,113.44,109.2,GO01,FBA ES-T,II,C,4.83E-02,4.90E-02,5.10E-02,5.64E-02,7.26E-02,1.00E-01,1.74E-01,1.66E-01,5.52E-02,3.71E-02,2.61E-02,1.31E-02,1.16E-02,4.56E-03,3.22E-03,1.60E-03,8.19E-04,3.01E-04,1.48E-04,9.10E-05,3.83E-05,2.14E-05  
1508232310,5.7,0.0,86.89,50.1,GO04,FBA ES-T,IV,C,3.80E-02,3.84E-02,3.89E-02,3.95E-02,4.66E-02,6.36E-02,9.44E-02,1.03E-01,9.86E-02,8.76E-02,1.16E-01,9.31E-02,9.39E-02,4.99E-02,2.04E-02,6.84E-03,4.13E-03,1.59E-03,8.08E-04,4.60E-04,2.07E-04,9.93E-05  
1509162318,7.0,0.0,192.86,16.5,GO04,FBA ES-T,IV,C,1.29E-01,1.30E-01,1.30E-01,1.31E-01,1.33E-01,1.37E-01,1.58E-01,1.94E-01,1.98E-01,1.94E-01,2.49E-01,2.49E-01,2.38E-01,5.47E-01,1.96E-01,5.41E-02,2.38E-02,1.08E-02,5.02E-03,3.25E-03,1.33E-03,7.48E-04  
1509170141,6.4,0.0,149.12,49.5,GO04,FBA ES-T,IV,C,2.95E-02,2.97E-02,2.98E-02,3.00E-02,3.13E-02,3.41E-02,4.15E-02,6.22E-02,6.58E-02,7.07E-02,6.26E-02,5.41E-02,5.52E-02,3.64E-02,1.98E-02,8.92E-03,4.39E-03,2.27E-03,9.22E-04,6.15E-04,2.65E-04,1.20E-04  
1509170410,6.7,0.0,189.48,40.7,GO04,FBA ES-T,IV,C,3.52E-02,3.54E-02,3.55E-02,3.59E-02,3.79E-02,4.06E-02,4.78E-02,9.31E-02,8.80E-02,9.33E-02,6.78E-02,8.31E-02,1.11E-01,1.04E-01,2.93E-02,1.25E-02,8.98E-03,4.04E-03,1.84E-03,8.51E-04,4.16E-04,2.35E-04  
1509211739,6.6,0.0,195.55,13,GO04,FBA ES-T,IV,C,5.89E-02,5.90E-02,5.92E-02,5.96E-02,6.09E-02,6.13E-02,6.43E-02,7.91E-02,1.08E-01,9.77E-02,7.60E-02,9.27E-02,1.21E-01,1.86E-01,5.64E-02,2.22E-02,1.15E-02,5.62E-03,3.01E-03,1.84E-03,7.17E-04,3.68E-04  
1509260251,6.3,0.0,105.3,40.3,GO04,FBA ES-T,IV,C,1.15E-01,1.16E-01,1.17E-01,1.19E-01,1.23E-01,1.54E-01,1.59E-01,2.40E-01,2.68E-01,2.49E-01,1.81E-01,1.83E-01,2.21E-01,2.26E-01,7.64E-02,4.11E-02,2.45E-02,1.13E-02,4.64E-03,2.63E-03,1.06E-03,5.94E-04  
1509162254,8.3,0.0,253.75,25,LMEL,FBA ES-T,III,B,3.87E-02,3.92E-02,3.97E-02,4.09E-02,4.42E-02,5.94E-02,7.89E-02,1.73E-01,1.64E-01,7.65E-02,7.94E-02,4.38E-02,2.46E-02,2.54E-02,2.22E-02,1.03E-02,7.33E-03,4.21E-03,3.25E-03,2.91E-03,1.78E-03,1.76E-03  
1503230451,6.4,1.0,148.98,121,MNMCX,CMG5,II,A,5.52E-02,5.57E-02,5.79E-02,6.84E-02,6.53E-02,8.57E-02,8.83E-02,1.43E-01,1.82E-01,2.17E-01,1.42E-01,5.96E-02,4.77E-02,3.02E-02,2.25E-02,2.02E-02,8.51E-03,3.48E-03,1.82E-03,1.19E-03,4.82E-04,2.61E-04  
1509162318,7.0,0.0,232.43,16.5,MT05,FBA ES-T,IV,C,3.09E-02,3.09E-02,3.11E-02,3.18E-02,3.33E-02,3.95E-02,5.10E-02,6.06E-02,8.24E-02,1.14E-01,1.09E-01,9.31E-02,7.74E-02,3.92E-02,3.15E-02,1.28E-02,1.42E-02,3.79E-03,1.73E-03,1.04E-03,5.40E-04,2.83E-04  
1509170410,6.7,0.0,238,40.7,MT05,FBA ES-T,IV,C,1.75E-02,1.75E-02,1.76E-02,1.80E-02,1.88E-02,2.04E-02,2.62E-02,3.39E-02,4.10E-02,5.42E-02,6.13E-02,4.47E-02,3.88E-02,1.30E-02,1.01E-02,5.93E-03,4.01E-03,1.52E-03,1.26E-03,5.76E-04,2.05E-04,0.00E+00  
1509162318,7.0,0.0,259.27,16.5,MT09,FBA ES-T,I,None,2.06E-02,2.08E-02,2.12E-02,2.27E-02,2.58E-02,3.19E-02,4.70E-02,5.40E-02,6.27E-02,5.60E-02,5.64E-02,4.65E-02,4.34E-02,1.86E-02,2.10E-02,7.16E-03,3.81E-03,1.80E-03,1.35E-03,7.73E-04,3.55E-04,3.23E-04  
1410070509,5.5,1.0,111.82,109.2,PB11,FBA ES-T,IV,A,7.15E-02,7.21E-02,7.36E-02,7.60E-02,1.04E-01,1.41E-01,1.22E-01,1.19E-01,1.34E-01,1.47E-01,1.42E-01,1.26E-01,9.73E-02,4.42E-02,2.00E-02,8.15E-03,4.29E-03,1.35E-03,7.21E-04,4.66E-04,2.12E-04,1.19E-04  
1503230451,6.4,1.0,124.21,121,PB16,FBA ES-T,I,None,1.78E-02,1.81E-02,1.83E-02,2.07E-02,2.21E-02,3.22E-02,3.53E-02,4.54E-02,5.54E-02,3.71E-02,4.76E-02,5.24E-02,2.93E-02,2.02E-02,1.35E-02,1.03E-02,5.50E-03,3.19E-03,1.69E-03,1.20E-03,5.91E-04,2.70E-04  
1509162254,8.3,0.0,127.85,25,ROBL,FBA ES-T,VI,None,5.95E-02,7.48E-02,1.03E-01,6.26E-02,5.86E-02,7.99E-02,9.86E-02,1.09E-01,1.02E-01,8.97E-02,1.05E-01,1.21E-01,1.23E-01,8.41E-02,9.46E-02,6.11E-02,4.24E-02,1.72E-02,1.17E-02,7.02E-03,3.77E-03,2.81E-03  
1509162318,7.0,0.0,177.19,16.5,ROBL,FBA ES-T,VI,None,6.09E-02,6.10E-02,6.12E-02,6.15E-02,6.55E-02,7.55E-02,1.02E-01,8.99E-02,1.35E-01,1.33E-01,1.09E-01,1.51E-01,1.38E-01,8.74E-02,5.75E-02,2.88E-02,1.18E-02,5.63E-03,2.28E-03,1.32E-03,6.07E-04,0.00E+00  
1509170410,6.7,0.0,183.78,40.7,ROBL,FBA ES-T,VI,None,1.92E-02,1.93E-02,1.94E-02,1.98E-02,2.12E-02,2.74E-02,3.43E-02,3.49E-02,5.12E-02,3.36E-02,3.63E-02,5.36E-02,5.10E-02,2.87E-02,1.95E-02,7.76E-03,5.84E-03,2.43E-03,1.38E-03,7.86E-04,3.12E-04,1.69E-04  
1509162254,8.3,0.0,78.51,25,V01A,FBA ES-T,VI,None,4.74E-02,4.76E-02,4.89E-02,5.00E-02,6.06E-02,8.72E-02,9.63E-02,1.06E-01,1.15E-01,1.02E-01,8.93E-02,8.05E-02,6.96E-02,4.26E-02,2.47E-02,1.44E-02,1.61E-02,7.17E-03,4.23E-03,3.30E-03,0.00E+00,0.00E+00  
1509162254,8.3,0.0,83.96,25,V02A,FBA ES-T,II,C,1.11E-01,1.12E-01,1.15E-01,1.26E-01,1.70E-01,2.18E-01,3.95E-01,3.91E-01,1.63E-01,1.12E-01,8.82E-02,6.66E-02,5.33E-02,3.14E-02,2.13E-02,1.26E-02,1.18E-02,6.63E-03,4.88E-03,4.04E-03,4.18E-03,0.00E+00  
1509162254,8.3,0.0,79.34,25,V09A,FBA ES-T,IV,C,5.23E-02,5.25E-02,5.30E-02,5.70E-02,7.30E-02,7.02E-02,9.63E-02,1.31E-01,1.30E-01,1.61E-01,1.60E-01,1.30E-01,1.91E-01,1.57E-01,6.27E-02,2.86E-02,1.80E-02,9.54E-03,5.52E-03,3.95E-03,4.35E-03,0.00E+00  
1509162316,6.1,0.0,131.44,29.2,VA01,FBA ES-T,II,B,2.70E-02,2.73E-02,2.79E-02,2.89E-02,3.48E-02,6.24E-02,1.07E-01,8.27E-02,4.66E-02,4.45E-02,3.38E-02,2.90E-02,2.38E-02,1.85E-02,1.03E-02,5.89E-03,3.68E-03,2.24E-03,1.27E-03,1.00E-03,4.80E-04,0.00E+00  
1509162318,7.0,0.0,160.99,16.5,VA01,FBA ES-T,II,B,2.70E-02,2.73E-02,2.79E-02,2.89E-02,3.48E-02,6.24E-02,1.07E-01,8.27E-02,4.66E-02,4.45E-02,3.38E-02,2.90E-02,2.38E-02,1.85E-02,1.03E-02,5.89E-03,3.68E-03,2.24E-03,1.27E-03,1.00E-03,4.80E-04,0.00E+00  
1509162318,7.0,0.0,190.37,16.5,VA03,FBA ES-T,VI,None,1.02E-01,1.03E-01,1.04E-01,1.07E-01,1.11E-01,1.58E-01,1.84E-01,3.03E-01,2.67E-01,2.25E-01,1.47E-01,2.15E-01,1.51E-01,9.92E-02,4.97E-02,2.65E-02,1.21E-02,4.43E-03,2.58E-03,1.63E-03,5.36E-04,3.76E-04  
1509170410,6.7,0.0,194.68,40.7,VA03,FBA ES-T,VI,None,3.91E-02,3.95E-02,4.00E-02,4.17E-02,4.53E-02,5.79E-02,1.06E-01,1.34E-01,1.16E-01,9.44E-02,6.55E-02,7.50E-02,5.57E-02,3.85E-02,3.60E-02,1.35E-02,6.86E-03,2.04E-03,1.14E-03,7.42E-04,3.46E-04,0.00E+00  
1509211739,6.6,0.0,157.91,13,VA03,FBA ES-T,VI,None,3.05E-02,3.12E-02,3.18E-02,3.20E-02,3.92E-02,6.45E-02,1.03E-01,9.71E-02,7.96E-02,5.55E-02,4.21E-02,4.58E-02,3.38E-02,1.56E-02,1.37E-02,8.00E-03,6.43E-03,2.73E-03,2.11E-03,1.19E-03,4.26E-04,2.20E-04  
1509162318,7.0,0.0,231.14,16.5,VA05,FBA ES-T,IV,B,2.65E-02,2.66E-02,2.68E-02,2.79E-02,2.76E-02,3.28E-02,3.71E-02,5.43E-02,7.13E-02,7.04E-02,8.22E-02,7.46E-02,9.41E-02,2.85E-02,1.30E-02,5.01E-03,2.51E-03,1.28E-03,7.98E-04,5.94E-04,2.94E-04,2.36E-04  
